title,BodyRightText
차귀도요트,"편의시설-현금결제,카드결제,화장실"
천아오름,소개-경승이 빼어난 천아오름
천아오름,"상세 정보-주의사항: 천아오름은 사유지이며 탐방로가 정비가 되어있지 않아 오름 탐방 불가, 천아계곡까지만 탐방하시는 것을 권장합니다."
큰사슴이오름,소개-사슴이 노닐던 큰사슴이오름
큰사슴이오름,"상세 정보-소형견, 중형견, 대형견 입장 가능 / 동물보호법에 따라 목줄 또는 가슴줄 2미터 이내로 유지 / 리드줄 및 배변봉투 필수"
통오름,소개-통사발을 닮아서 이름이 붙여진 오름
판포오름,소개-두 개의 산체로 나뉜 판포오름
표선세화해안도로,소개-동쪽 끝의 해안을 따라 형성된 해안도로로 최근 떠오르는 아름다운 해안길
표선세화해안도로,"편의시설-공용주차장,화장실,편의점"
하고수동해변,"소개-우도 동북쪽, 바다빛이 아름다운 해수욕장"
하고수동해변,편의시설-공용주차장
화북비석거리,소개-지방관리들의 치적을 기념하는 비가 많이 서 있는 거리
화북비석거리,"편의시설-음료대,유도 및 안내시설"
황우지해안 열두굴,소개-제 2차 세계대전 시 일본군이 미군의 공격을 대비해 어뢰정을 숨기기 위해 만들어 놓은 12개의 인공굴.
황우지해안 열두굴,"편의시설-공용주차장,화장실,음료대,유도 및 안내시설,경보 및 피난시설"
자연이야기,"소개-천연비누,천연화장품, 소이캔들 전문 공방"
자연이야기,상세 정보-미리 연락 후 방문요청
자연이야기,"이용 시간-평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 19:00"
자연이야기,기타 상세-착한가격 업소
제주민속식품,"소개-꿩엿, 전복엿 등 다양한 제주 건강식품 제조 및 판매"
제주민속식품,상세 정보-연중무휴 / 체험 사전 예약 필수
제주민속식품,기타 상세-착한가격 업소
표선오일시장,소개-남쪽 사람들의 정겨움을 느낄 수 있는 오일시장
표선오일시장,"상세 정보-장 열리는 날 : 매월 2, 7, 12, 27, 22, 27일 / 작은 시장이라서 빨리 닫힙니다. 고정된 영업시간은 없으며, 주로 2~4시 사이에 폐장."
표선오일시장,"이용 시간-평일 : 08:00 ~ 14:00 , 주말 : 08:00 ~ 14:00"
표선오일시장,"편의시설-공용주차장,화장실"
표선오일시장,장애인 활동 보조 필요성-아주 어려움
표선오일시장,기타 상세-착한가격 업소
고망난돌민박가든,소개-일주도로와 접하고 제주도올레3코스 중간지점에 위치한 전원민박
고망난돌민박가든,이용 시간-Checkin : ~ Checkout :
고망난돌민박가든,"편의시설-공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
고망난돌민박가든,장애인 활동 보조 필요성-어려움
구름밭하우스,소개-제주도 아름다운 동부바다와 해안도로가 한눈에 보이는 그곳
구름밭하우스,숙박 업종-펜션/민박
구름밭하우스,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
구름밭하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설"
구름밭하우스,장애인 활동 보조 필요성-아주 어려움
더베이 제주 리조트,소개-올레6코스와 소천지가 앞에 있는 리조트
더베이 제주 리조트,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
더베이 제주 리조트,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
더베이 제주 리조트,장애인 활동 보조 필요성-아주 어려움
돈내코힐 리조트,소개-한라산 조망과 노천 스파가 가능한 리조트
돈내코힐 리조트,이용 시간-Checkin : ~ Checkout :
돈내코힐 리조트,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
돈내코힐 리조트,장애인 활동 보조 필요성-아주 어려움
디오션힐,소개-산방산에 인접한 바다조망이 좋은 펜션
디오션힐,상세 정보-연중무휴
디오션힐,이용 시간-Checkin : ~ Checkout :
디오션힐,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
디오션힐,장애인 활동 보조 필요성-아주 어려움
라포즈,"소개-서귀포 중문에서 가까운 모던하고 깔끔한 풀빌라형, 복층형 펜션"
라포즈,이용 시간-Checkin : ~ Checkout :
라포즈,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
라포즈,장애인 시설정보-장애인 시설정보 >
라포즈,장애인 활동 보조 필요성-어려움
레프트핸더 게스트하우스,소개-구좌에 위치하며 평등을 추구하는 게스트하우스
레프트핸더 게스트하우스,상세 정보-입실 16시 퇴실 10시
레프트핸더 게스트하우스,이용 시간-Checkin : ~ Checkout :
레프트핸더 게스트하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
레프트핸더 게스트하우스,장애인 활동 보조 필요성-어려움
르페도라,소개-남원읍에 위치한 10객실 각각 다른 테마로 구성된 휴양펜션
르페도라,숙박 업종-펜션/민박
르페도라,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
르페도라,"편의시설-공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
르페도라,장애인 시설정보-장애인 시설정보 >
르페도라,장애인 활동 보조 필요성-어려움
메종글래드 제주,소개-교통과 문화의 중심 신제주에 위치한 특1급 호텔
메종글래드 제주,숙박 업종-호텔
메종글래드 제주,등급-5성급
메종글래드 제주,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
메종글래드 제주,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,엘리베이터"
메종글래드 제주,장애인 시설정보-장애인 시설정보 >
메종글래드 제주,장애인 활동 보조 필요성-쉬움
미도호스텔,소개-서귀포 시내에 위치한 마이크로네이션 호스텔
미도호스텔,숙박 업종-게스트하우스
미도호스텔,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
미도호스텔,"편의시설-공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
미도호스텔,장애인 시설정보-장애인 시설정보 >
미도호스텔,장애인 활동 보조 필요성-어려움
백패커스홈,소개-친환경 편백나무로 만든 서귀포에 위치한 게스트하우스
백패커스홈,이용 시간-Checkin : ~ Checkout :
백패커스홈,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
백패커스홈,장애인 활동 보조 필요성-아주 어려움
범섬풍경,소개-전객실 바다 전망이 가능하며 올레 7코스에 인접한 펜션
범섬풍경,상세 정보-연중무휴
범섬풍경,이용 시간-Checkin : ~ Checkout :
범섬풍경,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설"
범섬풍경,장애인 활동 보조 필요성-아주 어려움
성산풀하우스,"소개-성산일출봉, 우도가 코 앞에 있는 28평형 독채형 펜션"
성산풀하우스,이용 시간-Checkin : ~ Checkout :
성산풀하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
성산풀하우스,장애인 시설정보-장애인 시설정보 >
성산풀하우스,장애인 활동 보조 필요성-어려움
솔바람풍경소리펜션,소개-자연의 경치와 낭만이 있는 펜션으로 가족이나 연인 친구끼리 편안한 휴식을 할 수 있는 휴양펜션
솔바람풍경소리펜션,상세 정보-입실15시이후 퇴실11시이전
솔바람풍경소리펜션,이용 시간-Checkin : ~ Checkout :
솔바람풍경소리펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설"
솔바람풍경소리펜션,장애인 활동 보조 필요성-아주 어려움
아름다운리조트,"소개-올레1코스의 중심에 위치하여 오른쪽으로는 성산일출봉과 우도가, 왼쪽으로는 종달리해안도로가 있는 곳"
아름다운리조트,숙박 업종-리조트/콘도
아름다운리조트,이용 시간-Checkin : ~ Checkout :
아름다운리조트,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
아름다운리조트,장애인 시설정보-장애인 시설정보 >
아름다운리조트,장애인 활동 보조 필요성-쉬움
오션스위츠 제주호텔,소개-아름다운 제주의 바다와 바로 인접해 있으며 편리한 교통의 요지에 위치한 호텔
오션스위츠 제주호텔,숙박 업종-호텔
오션스위츠 제주호텔,등급-4성급
오션스위츠 제주호텔,이용 시간-Checkin : 15:00 ~ Checkout : 12:00
오션스위츠 제주호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
오션스위츠 제주호텔,장애인 시설정보-장애인 시설정보 >
오션스위츠 제주호텔,장애인 활동 보조 필요성-쉬움
외돌개나라,"소개-모든 객실에서 바다 전망이 보이며, 제주올레 7코스 시작점에 위치한 아름다운 펜션"
외돌개나라,이용 시간-Checkin : ~ Checkout :
외돌개나라,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
외돌개나라,장애인 활동 보조 필요성-아주 어려움
WITH US,"소개-모던하게 개조된 제주 농가 주택, 렌탈하우스"
WITH US,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
WITH US,"편의시설-공용주차장,현금결제,카드결제,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
WITH US,장애인 활동 보조 필요성-아주 어려움
YOU&I게스트하우스,소개-제주공항근처에 있고 교통이 편리하고 깨끗하며 안락한 숙소
YOU&I게스트하우스,이용 시간-Checkin : ~ Checkout :
YOU&I게스트하우스,"편의시설-현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
YOU&I게스트하우스,장애인 활동 보조 필요성-아주 어려움
이런날엔,소개-한동리 해안에 위치한 카페&레스토랑과 독채펜션
이런날엔,상세 정보-연중무휴
이런날엔,이용 시간-Checkin : ~ Checkout :
이런날엔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설"
이런날엔,장애인 활동 보조 필요성-아주 어려움
끄라비펜션,"소개-서귀포 섶섬, 문섬, 지귀도가 한눈에 내려다보이는 바다 전망이 뛰어난 펜션"
끄라비펜션,상세 정보-연중무휴
끄라비펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
끄라비펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설"
끄라비펜션,장애인 활동 보조 필요성-아주 어려움
제주 오션팰리스 호텔,소개-이국적인 매력의 가족형 부티크 호텔
제주 오션팰리스 호텔,이용 시간-Checkin : ~ Checkout :
제주 오션팰리스 호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
제주 오션팰리스 호텔,장애인 시설정보-장애인 시설정보 >
제주 오션팰리스 호텔,장애인 활동 보조 필요성-어려움
숨게스트하우스 제주공항점,소개-제주공항 5분거리에 있는 뚜벅이 여행자들의 최고 휴식처
숨게스트하우스 제주공항점,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
숨게스트하우스 제주공항점,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
숨게스트하우스 제주공항점,장애인 활동 보조 필요성-아주 어려움
제주도 레인보우,소개-바다와 기생화산(지미오름)이 인접한 조용한 어촌마을에 있는 제주도 레인보우
제주도 레인보우,이용 시간-Checkin : ~ Checkout :
제주도 레인보우,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
제주도 레인보우,장애인 활동 보조 필요성-아주 어려움
제주도푸른산푸른바다,소개-동부 여행의 길목에 있는 숙소
제주도푸른산푸른바다,숙박 업종-게스트하우스
제주도푸른산푸른바다,이용 시간-Checkin : ~ Checkout :
제주도푸른산푸른바다,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
오리엔탈호텔,"소개-제주국제공항에서 약 10분, 제주항에서 5분 거리에 위치한 호텔"
오리엔탈호텔,숙박 업종-호텔
오리엔탈호텔,등급-5성급
오리엔탈호텔,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
오리엔탈호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
오리엔탈호텔,장애인 시설정보-장애인 시설정보 >
오리엔탈호텔,장애인 활동 보조 필요성-쉬움
제주이야기펜션,소개-유수암에 위치한 넓은 정원이 인상적인 펜션
제주이야기펜션,이용 시간-Checkin : ~ Checkout :
제주이야기펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
제주이야기펜션,장애인 활동 보조 필요성-아주 어려움
구덕게스트하우스,소개-하이킹 배낭전문 숙소인 제주하이킹 inn
구덕게스트하우스,이용 시간-Checkin : 15:00 ~ Checkout : 10:30
구덕게스트하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
구덕게스트하우스,장애인 활동 보조 필요성-아주 어려움
제주해안휴양펜션,소개-산방산 조망과 형제섬 일출을 볼 수 있는 펜션
제주해안휴양펜션,숙박 업종-펜션/민박
제주해안휴양펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
제주해안휴양펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
제주해안휴양펜션,장애인 활동 보조 필요성-아주 어려움
파크 선샤인 제주,소개-서귀포 접근성이 좋은 특 2급 호텔
파크 선샤인 제주,이용 시간-Checkin : ~ Checkout :
파크 선샤인 제주,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,엘리베이터"
파크 선샤인 제주,장애인 시설정보-장애인 시설정보 >
파크 선샤인 제주,장애인 활동 보조 필요성-어려움
풍경호텔,소개-올레 6코스에 위치하고 있으며 주변 풍경이 아름다운 호텔
풍경호텔,이용 시간-Checkin : ~ Checkout :
풍경호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
풍경호텔,장애인 활동 보조 필요성-아주 어려움
프레리아 커플 독채펜션,소개-유수암리에 위치하며 한적한 휴식만을 위한 공간
프레리아 커플 독채펜션,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
프레리아 커플 독채펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
프레리아 커플 독채펜션,장애인 활동 보조 필요성-아주 어려움
해비치호텔앤드리조트,소개-제주의 푸른 바다와 자연을 만끽할 수 있는 표선에 위치한 호텔&리조트
해비치호텔앤드리조트,숙박 업종-호텔
해비치호텔앤드리조트,등급-5성급
해비치호텔앤드리조트,이용 시간-Checkin : 15:00 ~ Checkout : 12:00
해비치호텔앤드리조트,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
해비치호텔앤드리조트,장애인 시설정보-장애인 시설정보 >
해비치호텔앤드리조트,장애인 활동 보조 필요성-쉬움
헤리티지,"소개-한라산,바다 전망의 예쁜 빨간 벽돌 외관의 휴식처"
헤리티지,이용 시간-Checkin : ~ Checkout :
헤리티지,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
헤리티지,장애인 시설정보-장애인 시설정보 >
헤리티지,장애인 활동 보조 필요성-아주 어려움
린든호스텔,소개-자연과의 자유로운 생활을 꿈꾸며 시작한 호스텔
린든호스텔,"상세 정보-48개월 이하 무료/도미토리 이용가능 연령 : 10세(120개월)이하 이용불가/11세 이상 이용가능, 성별적용됨/엑스트라베드추가 1만원"
린든호스텔,이용 시간-Checkin : 17:00 ~ Checkout : 13:00
린든호스텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
린든호스텔,장애인 활동 보조 필요성-아주 어려움
김녕한옥 용암정원,소개-조선시대에 지어진 제주 한옥을 살린 독채 펜션
김녕한옥 용암정원,숙박 업종-펜션/민박
김녕한옥 용암정원,이용 시간-Checkin : ~ Checkout :
김녕한옥 용암정원,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
김녕한옥 용암정원,장애인 활동 보조 필요성-아주 어려움
몽마르뜨펜션,소개-하귀해안도로 근방에 위치한 전 객실 바다전망인 프로방스풍 펜션
몽마르뜨펜션,이용 시간-Checkin : ~ Checkout :
몽마르뜨펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
몽마르뜨펜션,장애인 시설정보-장애인 시설정보 >
몽마르뜨펜션,장애인 활동 보조 필요성-아주 어려움
피노호텔,소개-깔끔하고 모던한 인테리어에 아늑한 휴식처 피노호텔
피노호텔,이용 시간-Checkin : ~ Checkout :
피노호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI"
스마일모텔,소개-공항 근처에 있는 편안한 모텔
스마일모텔,숙박 업종-모텔/여관
스마일모텔,이용 시간-Checkin : ~ Checkout :
스마일모텔,"편의시설-무료 WIFI,공용주차장,현금결제,카드결제,편의점,경보 및 피난시설"
엠버호텔,"소개-제주도심 한가운데에 위치한 ""빛나는 보석"" Amber Hotel"
엠버호텔,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
엠버호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
엠버호텔,장애인 시설정보-장애인 시설정보 >
엠버호텔,장애인 활동 보조 필요성-쉬움
제주메이플호텔,소개-제주시내 중심가에 위치한 교통이 편리한 호텔
제주메이플호텔,이용 시간-Checkin : ~ Checkout :
제주메이플호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
제주메이플호텔,장애인 활동 보조 필요성-아주 어려움
테마하우스,소개-파도가 웃음으로 반겨주는 펜션
테마하우스,이용 시간-Checkin : 14:00 ~ Checkout : 12:00
테마하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
테마하우스,장애인 활동 보조 필요성-아주 어려움
롯데시티호텔 제주,"소개-간결하며 실용적인 공간, 자연스러움과 편안함을 품은 곳"
롯데시티호텔 제주,이용 시간-Checkin : 15:00 ~ Checkout : 12:00
롯데시티호텔 제주,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
롯데시티호텔 제주,장애인 시설정보-장애인 시설정보 >
롯데시티호텔 제주,장애인 활동 보조 필요성-쉬움
중문빌리지펜션,소개-원룸형 레저하우스
중문빌리지펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
중문빌리지펜션,"편의시설-공용주차장,화장실,무료 WIFI"
서귀포 늘바다 애견동반펜션,소개-100이상 수령의 소나무로 지어진 통나무별장
서귀포 늘바다 애견동반펜션,이용 시간-Checkin : ~ Checkout :
서귀포 늘바다 애견동반펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
서귀포 늘바다 애견동반펜션,장애인 시설정보-장애인 시설정보 >
서귀포 늘바다 애견동반펜션,장애인 활동 보조 필요성-아주 어려움
유캔들잇스튜디오,"소개-유캔들잇 스튜디오는 캔들 공방으로, 원데이클래스를 통해 다양한 캔들을 경험할 수 있다."
유캔들잇스튜디오,"상세 정보-소형견, 중형견, 대형견 입장가능 / 리드줄, 케이지 이용시 가능 / 배변패드 지참"
유캔들잇스튜디오,"이용 시간-평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00"
유캔들잇스튜디오,"편의시설-화장실,무료 WIFI"
제주게스트하우스 하쿠나마타타,"소개-제주시 애월 올레 15코스 종점, 16코스 시작점에 위치한 게스트 하우스"
제주게스트하우스 하쿠나마타타,이용 시간-Checkin : ~ Checkout :
제주게스트하우스 하쿠나마타타,"편의시설-화장실,무료 WIFI"
호텔 화인 제주,소개-서귀포시 5성급 호텔로서 서비스와 시설면에서 최고급을 지향
호텔 화인 제주,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
호텔 화인 제주,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
호텔 화인 제주,장애인 시설정보-장애인 시설정보 >
호텔 화인 제주,장애인 활동 보조 필요성-어려움
내사랑추자야펜션민박,"소개-추자 전망좋은 테라스 경치 스노클링 대여가능,선상 낚시, 선상관광, 올레투어 가능한 곳"
내사랑추자야펜션민박,숙박 업종-펜션/민박
내사랑추자야펜션민박,등급-없음
내사랑추자야펜션민박,룸개수-2
내사랑추자야펜션민박,애완동물동반허용여부-동반가능
내사랑추자야펜션민박,조식제공 여부-유료제공
내사랑추자야펜션민박,금연여부-전체금연
내사랑추자야펜션민박,"부대시설-세탁서비스,바베큐장,인터넷"
내사랑추자야펜션민박,이용 시간-Checkin : ~ Checkout :
내사랑추자야펜션민박,Late체크인여부-가능
내사랑추자야펜션민박,장애인전용객실여부-없음
내사랑추자야펜션민박,셔틀버스 운행 여부-운행
내사랑추자야펜션민박,"편의시설-공용주차장,화장실,무료 WIFI"
내사랑추자야펜션민박,장애인 활동 보조 필요성-어려움
민오름,소개-故 이승만 대통령의 별장이였던 귀빈사가 있는 곳
위미항,소개-제주의 벚꽃이 가장 먼저 피는 따뜻한 곳
위미항,상세 정보-연중무휴
소길별하,소개-예약제로 운영되고 있는 소품샵
소길별하,상세 정보-매주 일요일 정기휴무
소길별하,"이용 시간-평일 : 10:20 ~ 17:30 , 주말 : 10:20 ~ 17:30"
솔로 게스트하우스,소개-아름다운 관광지 송악산 해변 입구 주변에 위치한 게스트하우스
솔로 게스트하우스,이용 시간-Checkin : ~ Checkout :
박성내,소개-1948년 12월 제주 4.3사건 토벌대의 학살터
클로버비앤비,"소개-우도와 바다, 성산일출봉이 한눈에 보이는 올레1코스 시작점에 위치한 클로버비앤비"
클로버비앤비,이용 시간-Checkin : ~ Checkout :
클로버비앤비,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설"
클로버비앤비,장애인 활동 보조 필요성-아주 어려움
진빌레 밭담길,소개-제주만의 분위기를 느낄 수 있는 밭담길 코스
진빌레 밭담길,편의시설-화장실
수목원테마공원,"소개-수목원테마파크 소나무 군락지에서 열리는 야시장은 다른 야시장과는 분위기가 사뭇 다르다. 숲 속을 밝힌 LED 조명과 푸드트럭, 프리마켓, 포토존마다 아기자기한 콘텐츠가 넘친다."
수목원테마공원,"상세 정보-연중무휴, 09:00~22:00 (조명점등 18:00~22:00)"
수목원테마공원,"이용 시간-평일 : 09:00 ~ 22:00 , 주말 : 09:00 ~ 22:00"
서광리 곶자왈생태탐방로,소개-서귀포 안덕면 서광리에 위치한 곶자왈 생태탐방로
제주다이브 체험다이빙,소개-스쿠버 체험 및 전문 교육을 받을 수 있는 제주다이브
제주다이브 체험다이빙,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설"
라이프동물병원,소개-라이프동물병원은 제주시 노형동 주민센터 맞은 편에 위치한 병원이다.
라이프동물병원,상세 정보-점심 및 휴게시간 : 12:00 ~ 13:00 / 매주 일요일 정기휴무 / 야간/응급 진료 불가 / 사료 및 간식 판매
라이프동물병원,"이용 시간-평일 : 10:00 ~ 19:00 , 주말 : 10:00 ~ 18:00"
라이프동물병원,"편의시설-공용주차장,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
도로시게스트하우스,소개-소박하고 아담한 게스트하우스
도로시게스트하우스,상세 정보-연중무휴
도로시게스트하우스,이용 시간-Checkin : ~ Checkout :
도로시게스트하우스,"편의시설-현금결제,카드결제,화장실,무료 WIFI"
할방이네,소개-직접 그린 캐릭터 자체제작상품을 판매하는 소품샵
할방이네,"이용 시간-평일 : 10:00 ~ 17:30 , 주말 : ~"
손끝에서,"소개-소속 아티스트의 사진작품을 활용하여 아트상품을 제작, 사진을 구매하는 경험을 선물한다"
손끝에서,"상세 정보-영업시간 11:00-19:00 매월 둘째주, 넷째주 토요일, 일요일 정기휴무"
손끝에서,"이용 시간-평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00"
손끝에서,"취급품목-기념품/소품,팩/문구,브랜드"
손끝에서,"취급품목 기타-엽서, 메모지, 스티커, 손거울, 머그컵, 코스터, 캔버스포스터, 패브릭포스터, 아트프린트"
손끝에서,택배배송여부-가능
손끝에서,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI"
만두상점,소개-강아지 직원이 맞이해주는 유니크한 제주 소품샵
