foodCategory,images,rating,visitReviewCount,blogReviewCount,review
x,x,x,x,x,x
"육류,고기요리","['""https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191009_127%2F1570622646395FyBuP_JPEG%2F-6B6DgKY8-KWMFP-iYjR0xjF.jpg""']",4.47,181,160,"['도민입니다.늦은 저녁식사를위해 찾았습니다.주인이바뀐거같구요 다들 아시겠지만 고기주문해야 국수주문됩니다.농담이 아니고 국수가 4젓가락먹으니깐 면이 사라지더라구요? 화가났지만 양조절미스인가보다 하고 하나더주문하면서 10년째오는사람인데면이이런적없었다이야기했습니다주방에도전달됬고요..두번째국수도양이똑같이쥐똥만큼나왔네요.근데 더 무서운건 밑반찬으로나온거 사진보세요 기본적으로 식당운영하면 상한음식은 손님입에 안들어가게 해야되는거아니에요? 양파에묻은고춧가루는요? 바로 젓가락내려놓고 계산하면서 주방에계신여자분께 사장님되시냐고 물었더니 사장님없다고 왜그러냐그러더라구요? 반찬보여드리니 아이고 상한게올라갔네 이러네요?ㅋㅋ어이상실했고물병위생상태보십쇼.여긴사람먹을음식만드는곳 아닙니다.절대가지마세요 위생부터가 기본이안된곳입니다ㅡㅡ', '명절이라 제주도에 내려온 친구가 가고 싶다 해서 방문하게 된 우연국수 후기입니다 ! 9시 좀 넘은 시각에 방문했는데 운 좋게 딱 한자리가 남아서 바로 들어갈 수 있었어요. 저희는 갈비 3인분과 멸치국수를 주문했습니당 ! 국수만 단품으로 주문하는 것은 불가능하고 다른 메뉴와 함께 주문하셔야 해요 ! 음식은 금방 나오고 맛도 있었어요. 하지만 사장님께서 쪼끔 .. 불친절하시고 .. 눈치가 보입니다 .. 그래서 후딱 먹고 일어났습니다 ! 화장실은 입구 왼편으로 쭉 들어가면 있는데 외부 화장실이라 청결 부분은 감안하셔야 할 것 같아요 ! 늦게까지 영업도 하시고 음식이 맛없는 것은 아니니까 한 번쯤 경험으로 가볼 만한 식당입니당 🫥', '국수 맛있어요', '국수집인데 고기를시켜야함..\n그래도맛잇게먹엇어요~', '좋아요', '국수가 특이해요 쫄깃거리면서 맛있고 만두도 맛있어요\n비가 제법 많이 왔는데 빗소리랑 잘어울리는거같았어요\n막걸리에 칼국수!죽이죠\n일반칼국수가 아닌 녹차칼국수라 몸에도 좋을거같아요', '제주도 15년넘게 여행다니면서 이렇게 쌍욕나올만큼 불친절하고 손님은 집에서 기르는 강아지보다 더못한 대접을 하는곳은 정말 진심처음봅니다\n7시되서 저희3인가족 1명씩 두테블오니 일단 모든 이모들이 짜쯩스런 눈빛으로 바라봅니다\n지금나가야되나 하는 마음이 간절할정도로 아이 밥하나 주문하는것도 밥을안파니 근처편의점에서 햇반하나 사다먹여도 되나요?를 4번 물어보고 겨우허락을 받습니다\n저흰 아이포함3명이라 그나마 대접같지않은 대접을 받았지만 나중에오신 한명씩 남자분 두팀은 그냥 눈치만 봅니다\n중국인 6명이 들어오네요 1번 3번에 앉으신 남자한분씩 묻지도 않고 테이블을 저-리 한쪽으로 거지처럼밀고 중국사람을 받네요 400자만 쓸수있는게 아쉽네요\n40년인생에 제일 쓰레기같은집 다신안가요\n사장님 부끄러운 장사하지마세요', '연탄구이 맛있는데 손님보다 주인위주의 장사방식이 불편하기도하고 약간 불쾌하기도 했어요', '국수만주문이안되요..ㅠ\n고기추가를햇는데 맛은잇네요~\n바빠서그런지\n살짝불친절하신듯..', '굿', '사장님이 바뀌었나요???\n예전엔 와전 맛있었는데..너무 아쉽네여', '포장해서 집에서 먹었는데 매콤하니 맛있어요', '맛있어요 배가 불러서 갈비는 못먹었네요 갈비 먹으러 또 가볼려구요', '양파는 다 말라비틀어져있고 고기는 퍽퍽하고 양도 적네요. 그리고 비싸요. 전 다신 안갈듯요', '진짜 우연국수 내 원픽 맛집', '야식으로 진짜 맛있어요!!! 술 먹고 정신차리기에 너무 좋아요!!', '집 앞에 있었으면 맨날 혼자 국수,갈비에 소주뿌셨을 집', '항상맛있는곳', '뭐그냥저냥하네요', '', '음… 가성비 별로네요.. 고기는 연탄으로 구워서 맛있긴 한데 양이 넘 적어서 몇점 먹고나면 끝.. 그것도 돼지고기인데 24000원이면 양도 적은데 싸지 않은 가격.. 특히 잔치국수는 3-4젓가락이면 끝..면 양이 넘 적고 김하고 파밖에 안들어가는데 6천원.. 내가 지금까지 먹었던 잔치국수엔 애호박이랑 당근이랑 계란이 들어가는데.. 물가가 올랐어도 좀 뭔가 많이 심하게 아쉬웠어요🙁', '우연국수 2,3차로 오는 곳 국룰ㅋㅋ', '굳', '', '너무맛있어요~~^^\n담에 또와야지', '좋은 추억이 가득한 곳 이었는데 몇년전 느낌의 포장마차는 아닌 듯요 ㅜ ㅜ\n가성비는 좋지만 국수메뉴만 시키는 것은 불가에요! \n위생에 신경 썼으면 좋겠어용\n국수에서 머리카락 나왔어요 ㅜㅜㅜㅜㅜ\n옆테이블에 남은 갈비를 입구쪽 갈비 굽는 코너로 다시 가지고 가시던데 재탕은 아니길 바래요🙏🏻', '국수는 평범했지만 고기가 연탄향이 나서 맛있어요', '좋아요', '전체적으로 간이 삼삼하고 고기가 누린내도없고 맛있네요\n멸치국수도 담백합니다 다만 매장이 협소해서 단체로는 조금 힘드실듯 하고 2차로 가기 좋은집입니다', '들어갔다 나오면 만취되어 나온다는 우연국수 드디어 방문해봤습니다...!!\n칼칼한 잔치국수에 부드러운 갈비 한점이면\n술이 술술 들어가네요!!!']"
x,x,x,x,x,x
x,x,x,x,x,x
한식,"['""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200604_4%2F1591204678787eFUpF_JPEG%2F9FN_z-CzFKOWTBNQUgZ-FN9k.jpeg.jpg""']",4.41,755,525,"['10시~1시30분까지만 문을 연다는 맛집..메밀을 넣어 국물이 구수하고 고기도 부드러워요', '맛있어요', '접짝뼈국은 가게마다 스타일이 많이 달라요.\n이곳은 작게 자른 돼지갈비 같은 고기가 들어있고 크림스프 같은 걸쭉하고 고소한 국물이 특징이에요.\n밥과 국물이 모두 리필 가능하고 사장님이 매우 친절하세요.', '한그릇만 먹으면 섭섭한집이죠.. 리필도 잘해주시고 자꾸 땡기는 맛 ㅠ 아기랑 가니 아기국도 주시고 밥도 주시려는거 사양햇어요 ㅎ 부족히면 다 내어주시니 인심 좋은 맛집입니다^^\n자꾸 영업시간이 줄어 아쉬워여 사장님 건강하세요~~~~', '웨이팅 15분 가량하고 들어갔어요~ 생각만큼 오래안걸려요! 맛집인정', '완전실망하고 온집입니다. 여행중에 가고싶은집 리스트에 있어서 비오느라일정이 바껴서 차돌려서 찾아간집이에요. 잠시기다리는데 번호표 다른분들은 주시길래 안줘서 여쭤보니 안받아갔데요ㅎ\n계속뒤에 서있는데 안받아가신분 물어보지도 않았음.\n그리고 기다리다가 자리가나서 앉으려고 어른둘 아이둘 예약해서 인원체크하시라고 네명이라고 말하고 애들있어서 세그릇 주문하려고 그렇게 말했는데\n나이드신할머니 주문할 수만 말하면 되지 명수 필요없다고 하시는데 순간이건 무슨 경우지? 했네요\n기분 나빴어요. 서비스도 완전별로요. \n맛이라도 있으면 뭐....근데 솔직히 맛도 왜? 여기가 맛집일까하는 생각에 다먹고 남긴사진만 찍었습니다.\n안좋은 리뷰는 처음이네요\n저도다시방문할일없지만, 추천하고싶지않은집 입니다! 여행중이시라면다른집추천', '제주도 여행오면 꼭 넣는 맛집입니당 다들 너무 친절하시고 부족한거 더 갖다주시고 너무 많이 먹어 배터질지경입니다ㅜㅜ 재미있으시고 맛도 좋고 친절하시니 넘 감사해용 올때마다 설거지하고 가는집~~~~', '접짝뼈국 걸죽하게 맛있는 국이에요ㅎ\n\n모자라면 추가로 국, 밥 더 줍니다ㅋ', '.', '맛있어요. 삼양갈때마다 갑니다.\n가격은 항상 오르지요.\n물가가 오르니까요.\n친절하시고 기다리더라도\n금세 자리가 빠지니\n기다렸다가 드세요.ㅎ\n첨에 조금 준다고 서운해하지마시고\n요청하시면 계속 주십니다~♡', '4번째 대기였는데 회전울이 좋은지 10분쯤 기다리고 입장 의자에 앉기도 전에 반찬이 셋팅되고\n앉으니 바로 탕이 나옵니다.\n갈치젓갈 배추쌈싸서 먹으니 맛있고 크림스프마냥 걸쭉하고 뽀얗고 하얀 국물이 뭐라 표현하기 어려운데 맛있어요.\n서비스로 탕 한그릇을 더 주셔서 배부르게 먹었습니다.', '친절하세요', '제주도 오면 여기꼭 옵니다', '제주도 토속음식 접짝뼈국은 무조건 먹어줘야죠!!☺️ 먹어도 먹어도 또 먹어도 너무나 맛있는 고소한 맛🥰', '유명하다는 말을 듣고 와 보았는데 대실망. 가격 13,000원 대비 내용이 너무 부실하다. 걸죽한 국물은 좋았으나 3 x 3 x 3 센치 정도 크기 뼈에 고기가 조금 붙어 있는 수준. 4개 정도 들어 있다. 반찬은 김치하나, 무채 하나, 갈치젓 하나, 생배추잎 이렇게 나온다. 이렇게 주고 13,000원을 받는다고? 8천원 정도가 적당한 가격이다.', '현지분들 맛집인듯합니다. 특색있고 좋았어요 \n맛있게먹었고 양도 많았고 인심좋으십니다.', '기대하고 갔는데 음식 맛은 평범했고 맛과 양에 비해 가격이 너무 비싸요. 그리고 매장 위생상태가 의심스러워요. 음식 먹는 중 벌레가 나왔어요.', '좋아요', '맛나네요. \n오뚜기스프에 사골국물 섞은맛', '맛집이라고해서 방문했는데 \n제주도에서 먹은 음식중에 제일 맛있었어요;;\n고기도 호로록하면 뼈에서 호로록 떨어지고 되게 부드럽고 접짝뼈국은 처음 먹어보는데 너무 맛있네요ㅠㅠ\n사장님도 직원분들도 섬세하시고 친절하셔서 잘 먹고왔습니다!!\n양이 진짜 많아요 ..!', '9시에 도착해서 1시간을 기다려야겠구나 생각하고있었는데 사장님께서 들어와도 괜찮다고해서 일찍먹을 수 있었습니다\n7시30분부터 영업하신다고하네요 ㅎㅎ\n단일메뉴이며 2명이서 시켯는데 여유 한그릇을 더주십니다\n국물도 찐하고 맛있습니다\n양은 말할것도 없구요 . 몸보신하는거 같네요\n고추는 많이 매우니 조금만 넣는걸 추천드리고 중간 중간 고추가 씹힐때 좋네요~\n마파두부의 흐느적거림을 안좋아하시는분들에게는 호불호가 있을 수 있겠네요', '진짜 여기는 말해뭐해 내 최애집\n자주가니 기억하시고 기분좋게 맞이해주시는..💙 양도 끝장납니다', '국물은 걸쭉,진하고 고기는 부드럽.', '제주도 접착뼈국이 여러군데 있는데\n화성식당은 조금 특별 나네요\n다음에 재 방문 예정 입니다', '제주 토속음식인데 맛있게 먹었어요^^', '먹고있는데국계속주시는사장님 ㅎㅎ\n배터지게먹고왔어요\n제일좋아하는접짝뼈국집\n갈치속젓에배추쌈싸먹는것도 👍👍', '변함없는 그맛', '시간을 잘 맞춰야 기다리지 않는 맛집!! 그치만 음식도 바로 나오고 자리도 금방 나와요!! 젖갈도 직접 담그신다는데 비린거 못먹는 저에게 많이 비리지 않아요!', '접짝뼈국 특이한데 맛있고 국물 진해요', '추가로 한그릇더 주네요ㅎ \n\n걸쭉하고 국물이 맛있어요\n\n1인 13000원']"
한식,[],4.09,29,1,"['양도많고 맛있어요.\n조금만 매콤하면 더 맛있을듯요', '좋아요', '몸국이 맛나요', '몸국도 두루치기도 밑반찬도 모두 맛있습니다. 곁들여 주신 냉국도 너무나 맛있었고요. 식당 옆 연못도 연꽃이 만개해서 식후 산책하기 좋았습니다.', 'ㄴㅅㅂ', 'ㄴㅅㅈ', '굿', '', '좋아요', '맛있어요']"
x,x,x,x,x,x
x,x,x,x,x,x
x,x,x,x,x,x
해장국,[],4.37,91,16,"['김치찜 완전 맛있어요♡ 친구가 추천해서 갔는데 김치나 국물이 계속 손이 가는 맛이에요! 맵찔이인데 맵다는 생각이 잘 안 들 정도로 맵기도 적당해서 좋았어요. 다음에 또 갈게요!', '좋아요', '밥이 진짜 맛있다. 밥공기에 가득 들어있지는 않지만 찰져서 백미만 먹은것보다 든든함이 오래 지속되는 잡곡밥이다. 여러가지 잡곡을 넣어 꼭꼭 씹어야한다. 반찬도 가득 주시고 나물반찬이 정말 맛있다.', '좋아요', '부대찌게가 1인마다 뚝배기로 나오는게 신기했어요. 근데 너무 맛있네요~', '3855269', '굿', '3차방문 :)\n\n계란말이 너무 맛있슴슴 !\n내장탕 꾸르맛', '자주가는곳 맛있음', '우연히 들러서 순이네해장탕, 소내장탕 시켰어요. 제주에서의 첫끼였는데 제입맛에는 아주 잘 맞았어요. 순이네해장탕이랑 소내장탕이랑 기본 육수 자체는 같고 들어가는 야채, 내장같은 재료만 달라요. \n배추김치는 기성품같았고 오이김치는 새콤한게 아주 맛있었어용. 감자볶음 카레맛이 나고 겉은 포슬 안은 쫄깃하거나 살짝 아삭. 톳무침 새콤.', '맛있어요~', '굳', '문닫을시간에가서 잘먹고갑니다', '그냥 동네식당이네요', '', 'ㆍ', '굿', '선택할 음식 종류가 다양해서 좋고 맛있고 사장님께서 친절하세요.', '굿', '맛있게 먹었어요', '맛있어요', '', '집밥느낌 진짜 맛있음 !!', '반찬도 진짜 맛있어요!', '', '부대뚝배기가 잘나감~ 고사리육개장도 괜춘 전체적으로 다 무난하다', '조아용', '반찬다양하고 맛있어요\n몸국든든최고👍', '', '물회맛집 ㅠㅠ']"
x,x,x,x,x,x
x,x,x,x,x,x
